queue_length,doctors_available,avg_consult_time,emergency_cases,department,time_of_day,weekday,patient_priority,consultation_complexity,is_peak_hour,load_ratio,emergency_ratio,actual_wait_time
36,1,8.13,1,Emergency,afternoon,Tuesday,normal,routine,1,36.0,0.028,362.09
26,2,10.0,1,ENT,night,Thursday,normal,routine,0,13.0,0.038,138.2
31,5,18.84,0,Orthopedics,morning,Tuesday,normal,complex,1,6.2,0.0,150.16
25,3,5.08,0,Pediatrics,morning,Monday,normal,routine,1,8.33,0.0,58.65
1,3,12.05,0,Orthopedics,evening,Friday,normal,routine,0,0.33,0.0,4.38
20,1,16.26,0,Orthopedics,afternoon,Monday,normal,routine,1,20.0,0.0,410.43
8,2,12.22,1,Orthopedics,morning,Sunday,emergency,routine,0,4.0,0.125,24.62
3,1,18.72,0,Ophthalmology,night,Friday,normal,complex,0,3.0,0.0,57.69
19,2,19.76,1,Psychiatry,evening,Tuesday,emergency,routine,0,9.5,0.053,131.71
22,1,14.41,0,Gynecology,afternoon,Thursday,urgent,routine,1,22.0,0.0,322.18
24,4,9.5,0,Dermatology,morning,Monday,normal,moderate,1,6.0,0.0,78.59
11,5,18.88,0,Cardiology,morning,Saturday,urgent,moderate,0,2.2,0.0,41.36
14,1,10.61,1,Gynecology,evening,Friday,normal,routine,0,14.0,0.071,164.03
10,1,10.6,0,Dermatology,afternoon,Friday,normal,routine,1,10.0,0.0,124.11
11,5,9.11,0,Emergency,night,Thursday,urgent,routine,0,2.2,0.0,17.62
11,2,14.73,0,Cardiology,evening,Thursday,normal,routine,0,5.5,0.0,77.26
11,3,7.4,0,Dermatology,morning,Monday,normal,routine,1,3.67,0.0,33.95
38,5,18.3,1,Cardiology,morning,Thursday,urgent,moderate,1,7.6,0.026,169.65
32,5,22.01,0,Psychiatry,afternoon,Monday,urgent,routine,1,6.4,0.0,152.91
14,4,14.58,0,Radiology,morning,Saturday,normal,routine,0,3.5,0.0,49.14
5,1,21.29,1,Neurology,evening,Monday,normal,routine,0,5.0,0.2,115.0
20,5,27.24,1,Psychiatry,morning,Wednesday,urgent,moderate,1,4.0,0.05,125.96
2,3,5.0,0,Pediatrics,morning,Saturday,urgent,routine,0,0.67,0.0,3.07
27,1,20.02,0,Psychiatry,morning,Wednesday,urgent,routine,1,27.0,0.0,584.35
27,1,18.58,0,Psychiatry,afternoon,Tuesday,normal,routine,1,27.0,0.0,574.7
19,1,20.24,0,Psychiatry,afternoon,Saturday,normal,routine,0,19.0,0.0,388.37
34,1,10.93,0,ENT,morning,Thursday,urgent,routine,1,34.0,0.0,405.79
25,5,26.22,0,Psychiatry,night,Friday,normal,moderate,0,5.0,0.0,124.7
28,1,16.33,0,Emergency,morning,Monday,normal,moderate,1,28.0,0.0,570.77
27,2,9.59,1,Radiology,morning,Friday,normal,routine,1,13.5,0.037,143.85
12,3,17.33,0,Cardiology,evening,Monday,urgent,moderate,0,4.0,0.0,55.76
27,2,11.18,2,ENT,evening,Tuesday,normal,routine,0,13.5,0.074,176.45
33,5,11.61,0,Gynecology,afternoon,Thursday,urgent,routine,1,6.6,0.0,87.49
26,1,6.37,0,ENT,morning,Monday,urgent,routine,1,26.0,0.0,185.49
7,2,11.75,0,Ophthalmology,night,Saturday,normal,moderate,0,3.5,0.0,38.85
19,3,7.62,0,General Medicine,evening,Thursday,normal,routine,0,6.33,0.0,51.33
24,5,20.02,0,Radiology,morning,Tuesday,normal,complex,1,4.8,0.0,123.62
12,2,16.01,1,Pediatrics,afternoon,Tuesday,urgent,complex,1,6.0,0.083,128.55
41,2,7.46,1,Pediatrics,afternoon,Tuesday,normal,routine,1,20.5,0.024,189.6
15,3,6.68,0,Dermatology,evening,Wednesday,normal,routine,0,5.0,0.0,37.64
31,2,14.25,1,Emergency,afternoon,Tuesday,normal,routine,1,15.5,0.032,258.78
10,4,11.86,0,Gynecology,night,Friday,normal,routine,0,2.5,0.0,26.6
23,2,13.8,3,Cardiology,evening,Sunday,emergency,routine,0,11.5,0.13,104.2
30,1,13.05,0,Orthopedics,morning,Monday,urgent,routine,1,30.0,0.0,416.4
27,3,20.84,0,Orthopedics,morning,Wednesday,normal,moderate,1,9.0,0.0,267.05
4,5,15.57,0,Neurology,night,Friday,normal,routine,0,0.8,0.0,11.69
26,1,13.03,0,Cardiology,evening,Tuesday,normal,routine,0,26.0,0.0,369.41
12,4,23.89,0,Cardiology,night,Wednesday,normal,complex,0,3.0,0.0,78.47
30,4,10.55,0,Ophthalmology,morning,Tuesday,normal,routine,1,7.5,0.0,112.49
24,3,8.76,0,Dermatology,morning,Thursday,normal,routine,1,8.0,0.0,84.24
27,4,11.54,0,Ophthalmology,afternoon,Saturday,urgent,moderate,0,6.75,0.0,52.85
22,5,12.71,0,Orthopedics,evening,Monday,normal,routine,0,4.4,0.0,58.62
22,1,16.21,0,Gynecology,morning,Monday,urgent,moderate,1,22.0,0.0,374.96
17,4,5.0,1,General Medicine,afternoon,Saturday,normal,routine,0,4.25,0.059,26.29
13,3,15.71,1,Orthopedics,morning,Wednesday,urgent,moderate,1,4.33,0.077,80.93
5,1,10.92,0,Gynecology,night,Friday,normal,routine,0,5.0,0.0,64.88
31,5,11.98,1,General Medicine,morning,Tuesday,normal,moderate,1,6.2,0.032,97.84
14,4,12.4,0,ENT,evening,Tuesday,urgent,routine,0,3.5,0.0,39.37
19,5,8.82,2,Pediatrics,afternoon,Tuesday,normal,routine,1,3.8,0.105,52.58
20,3,5.0,1,Dermatology,morning,Saturday,normal,routine,0,6.67,0.05,34.41
1,2,10.69,0,Pediatrics,evening,Sunday,urgent,moderate,0,0.5,0.0,5.07
22,1,15.78,0,Orthopedics,morning,Tuesday,normal,routine,1,22.0,0.0,489.54
14,3,23.08,0,Gynecology,evening,Sunday,normal,complex,0,4.67,0.0,113.47
27,5,9.26,1,Ophthalmology,afternoon,Friday,emergency,routine,1,5.4,0.037,33.22
3,3,11.05,0,Dermatology,evening,Saturday,urgent,routine,0,1.0,0.0,9.09
41,1,14.05,0,Emergency,morning,Friday,normal,routine,1,41.0,0.0,744.51
33,5,20.18,0,Neurology,afternoon,Thursday,normal,moderate,1,6.6,0.0,172.36
17,2,18.32,1,Psychiatry,evening,Tuesday,normal,routine,0,8.5,0.059,168.84
18,1,11.46,0,Ophthalmology,evening,Monday,normal,routine,0,18.0,0.0,196.92
6,5,13.76,0,Emergency,evening,Tuesday,urgent,routine,0,1.2,0.0,12.61
2,2,12.84,0,Neurology,evening,Thursday,normal,routine,0,1.0,0.0,12.08
16,1,9.82,0,ENT,morning,Wednesday,normal,routine,1,16.0,0.0,200.52
6,5,18.75,0,Psychiatry,evening,Saturday,normal,routine,0,1.2,0.0,22.14
12,5,18.59,0,Gynecology,afternoon,Friday,normal,moderate,1,2.4,0.0,53.13
19,2,8.96,0,ENT,afternoon,Friday,normal,routine,1,9.5,0.0,110.51
18,1,21.74,0,Psychiatry,morning,Saturday,normal,routine,0,18.0,0.0,378.79
1,1,22.01,0,Psychiatry,evening,Thursday,normal,routine,0,1.0,0.0,21.47
6,3,6.51,1,General Medicine,evening,Wednesday,normal,routine,0,2.0,0.167,15.19
28,2,13.45,1,Orthopedics,night,Friday,normal,routine,0,14.0,0.036,198.91
7,5,13.36,0,Ophthalmology,night,Wednesday,normal,routine,0,1.4,0.0,19.43
21,4,21.82,1,Neurology,morning,Wednesday,normal,moderate,1,5.25,0.048,159.05
8,1,10.82,0,General Medicine,evening,Monday,normal,moderate,0,8.0,0.0,94.96
26,1,19.95,1,Orthopedics,morning,Wednesday,normal,moderate,1,26.0,0.038,630.63
12,2,7.6,0,Dermatology,morning,Friday,normal,routine,1,6.0,0.0,59.31
18,5,21.35,0,Psychiatry,afternoon,Wednesday,normal,routine,1,3.6,0.0,99.59
13,2,8.44,0,ENT,afternoon,Sunday,normal,routine,0,6.5,0.0,54.18
6,5,11.13,1,General Medicine,night,Tuesday,normal,moderate,0,1.2,0.167,18.91
35,2,13.38,0,ENT,afternoon,Tuesday,normal,moderate,1,17.5,0.0,253.51
19,1,12.0,1,Emergency,morning,Thursday,urgent,routine,1,19.0,0.053,232.03
15,1,18.88,0,Neurology,afternoon,Thursday,normal,routine,1,15.0,0.0,378.95
15,4,12.95,1,Ophthalmology,morning,Friday,normal,moderate,1,3.75,0.067,71.54
18,2,7.88,0,Dermatology,afternoon,Thursday,normal,routine,1,9.0,0.0,88.47
11,4,9.71,1,Pediatrics,night,Saturday,normal,routine,0,2.75,0.091,34.88
22,3,20.8,0,Gynecology,evening,Wednesday,normal,complex,0,7.33,0.0,160.95
27,5,13.78,0,Gynecology,afternoon,Friday,normal,routine,1,5.4,0.0,88.9
20,4,9.79,0,Radiology,morning,Wednesday,normal,routine,1,5.0,0.0,57.73
10,1,11.73,0,Ophthalmology,evening,Tuesday,normal,routine,0,10.0,0.0,116.83
22,4,14.06,0,Pediatrics,night,Thursday,normal,moderate,0,5.5,0.0,79.7
15,1,10.57,0,Gynecology,morning,Saturday,urgent,routine,0,15.0,0.0,139.8
37,2,8.21,3,Pediatrics,afternoon,Friday,urgent,routine,1,18.5,0.081,185.13
29,3,17.89,0,Neurology,morning,Friday,normal,routine,1,9.67,0.0,237.37
29,5,13.78,1,Radiology,afternoon,Friday,urgent,routine,1,5.8,0.034,90.18
36,3,15.19,1,Emergency,morning,Friday,normal,routine,1,12.0,0.028,247.56
5,5,12.95,0,Cardiology,night,Sunday,urgent,routine,0,1.0,0.0,9.99
21,3,14.77,1,Cardiology,afternoon,Thursday,normal,routine,1,7.0,0.048,131.63
28,3,18.91,0,Cardiology,morning,Friday,normal,moderate,1,9.33,0.0,205.81
22,1,10.12,0,Gynecology,afternoon,Saturday,normal,routine,0,22.0,0.0,214.65
9,3,17.04,1,Ophthalmology,night,Tuesday,normal,complex,0,3.0,0.111,56.86
37,3,22.07,0,Psychiatry,afternoon,Tuesday,normal,routine,1,12.33,0.0,330.77
14,5,15.32,0,Neurology,evening,Thursday,normal,routine,0,2.8,0.0,43.64
25,1,8.15,0,Pediatrics,afternoon,Wednesday,normal,routine,1,25.0,0.0,241.99
26,1,17.91,0,Neurology,night,Tuesday,normal,routine,0,26.0,0.0,455.84
27,4,12.16,0,Radiology,morning,Thursday,normal,routine,1,6.75,0.0,97.14
24,3,7.34,0,General Medicine,afternoon,Wednesday,normal,routine,1,8.0,0.0,85.17
17,2,19.6,0,Neurology,afternoon,Friday,urgent,moderate,1,8.5,0.0,196.49
3,4,5.0,1,Dermatology,evening,Friday,emergency,routine,0,0.75,0.333,3.37
8,1,15.0,1,Gynecology,morning,Monday,normal,moderate,1,8.0,0.125,155.63
33,5,18.18,0,Psychiatry,morning,Tuesday,normal,routine,1,6.6,0.0,152.46
20,4,11.04,0,Gynecology,afternoon,Tuesday,normal,routine,1,5.0,0.0,68.69
13,5,16.15,0,Neurology,morning,Saturday,normal,routine,0,2.6,0.0,45.27
25,2,16.16,0,Cardiology,evening,Saturday,normal,routine,0,12.5,0.0,208.93
10,4,13.59,1,Ophthalmology,night,Sunday,normal,moderate,0,2.5,0.1,41.18
9,4,7.57,0,General Medicine,afternoon,Friday,normal,routine,1,2.25,0.0,21.75
20,3,15.77,0,Pediatrics,evening,Wednesday,normal,moderate,0,6.67,0.0,83.94
31,2,19.11,2,Psychiatry,morning,Friday,normal,routine,1,15.5,0.065,387.73
33,2,8.26,0,Radiology,afternoon,Tuesday,normal,routine,1,16.5,0.0,167.93
21,2,8.4,0,ENT,night,Monday,normal,routine,0,10.5,0.0,87.76
22,1,15.18,3,Orthopedics,afternoon,Tuesday,emergency,moderate,1,22.0,0.136,210.04
14,1,14.11,0,Pediatrics,morning,Wednesday,normal,moderate,1,14.0,0.0,239.41
23,2,13.89,0,General Medicine,morning,Tuesday,normal,complex,1,11.5,0.0,205.78
8,5,13.37,0,Ophthalmology,afternoon,Monday,urgent,moderate,1,1.6,0.0,21.36
27,5,15.72,1,Ophthalmology,morning,Monday,normal,moderate,1,5.4,0.037,113.71
16,5,9.88,1,Pediatrics,morning,Thursday,emergency,moderate,1,3.2,0.062,22.28
15,2,14.45,0,Emergency,night,Friday,normal,routine,0,7.5,0.0,120.5
17,3,5.62,0,Pediatrics,morning,Tuesday,normal,routine,1,5.67,0.0,40.2
7,1,25.37,0,Psychiatry,evening,Tuesday,normal,moderate,0,7.0,0.0,185.65
20,4,12.56,1,Gynecology,night,Tuesday,urgent,routine,0,5.0,0.05,56.54
33,4,29.34,0,Psychiatry,morning,Tuesday,urgent,moderate,1,8.25,0.0,253.97
16,3,19.12,1,Neurology,night,Monday,normal,routine,0,5.33,0.062,101.92
2,3,17.27,0,Gynecology,night,Wednesday,urgent,complex,0,0.67,0.0,9.4
16,3,6.03,0,General Medicine,night,Friday,urgent,routine,0,5.33,0.0,26.23
22,4,16.35,1,ENT,afternoon,Thursday,normal,complex,1,5.5,0.045,130.09
9,1,10.41,0,Pediatrics,morning,Sunday,normal,moderate,0,9.0,0.0,96.62
27,3,19.76,1,Cardiology,afternoon,Monday,normal,moderate,1,9.0,0.037,230.15
1,5,17.18,0,Radiology,evening,Tuesday,urgent,moderate,0,0.2,0.0,2.98
26,2,13.79,2,Gynecology,evening,Monday,emergency,moderate,0,13.0,0.077,93.06
10,5,18.81,0,Cardiology,afternoon,Saturday,normal,moderate,0,2.0,0.0,35.14
23,4,8.78,1,Radiology,afternoon,Monday,normal,routine,1,5.75,0.043,71.0
33,3,12.04,0,Neurology,morning,Thursday,normal,routine,1,11.0,0.0,176.46
27,2,14.11,0,Cardiology,morning,Monday,normal,routine,1,13.5,0.0,233.39
19,3,9.17,1,Dermatology,night,Thursday,normal,routine,0,6.33,0.053,59.41
29,4,5.29,0,ENT,morning,Tuesday,normal,routine,1,7.25,0.0,49.29
13,1,17.2,0,Orthopedics,afternoon,Sunday,normal,routine,0,13.0,0.0,241.0
28,4,13.17,0,ENT,afternoon,Saturday,normal,moderate,0,7.0,0.0,97.55
32,1,8.61,2,Pediatrics,afternoon,Wednesday,urgent,routine,1,32.0,0.062,249.57
34,4,8.84,1,Ophthalmology,morning,Monday,normal,routine,1,8.5,0.029,92.63
7,3,15.4,1,Ophthalmology,night,Wednesday,normal,moderate,0,2.33,0.143,44.24
31,1,14.49,0,ENT,morning,Monday,urgent,complex,1,31.0,0.0,495.51
28,3,6.76,0,General Medicine,afternoon,Wednesday,urgent,routine,1,9.33,0.0,63.38
9,3,11.33,2,Emergency,evening,Tuesday,normal,routine,0,3.0,0.222,43.76
17,2,12.6,0,Cardiology,morning,Sunday,normal,routine,0,8.5,0.0,121.95
22,2,10.65,1,Emergency,morning,Thursday,urgent,routine,1,11.0,0.045,142.62
21,5,16.61,0,Ophthalmology,afternoon,Tuesday,normal,moderate,1,4.2,0.0,94.71
38,1,12.95,1,Pediatrics,afternoon,Thursday,normal,moderate,1,38.0,0.026,592.95
13,2,22.48,0,Psychiatry,afternoon,Wednesday,normal,routine,1,6.5,0.0,201.4
31,1,16.84,0,Neurology,morning,Monday,urgent,routine,1,31.0,0.0,590.9
15,3,22.23,1,Gynecology,evening,Monday,normal,complex,0,5.0,0.067,118.61
3,1,16.95,1,Neurology,night,Thursday,normal,routine,0,3.0,0.333,60.35
28,5,12.77,0,General Medicine,morning,Sunday,normal,moderate,0,5.6,0.0,78.09
5,2,9.65,0,Dermatology,night,Wednesday,urgent,moderate,0,2.5,0.0,20.14
20,1,8.65,1,Cardiology,morning,Saturday,normal,routine,0,20.0,0.05,176.52
2,1,15.44,1,Orthopedics,evening,Saturday,normal,routine,0,2.0,0.5,39.84
16,4,14.22,1,Orthopedics,morning,Monday,normal,routine,1,4.0,0.062,77.18
29,5,22.55,0,Psychiatry,morning,Wednesday,urgent,routine,1,5.8,0.0,151.28
24,2,16.44,0,Psychiatry,afternoon,Tuesday,normal,routine,1,12.0,0.0,232.57
5,2,13.47,0,ENT,night,Thursday,normal,complex,0,2.5,0.0,36.18
12,4,19.66,1,Emergency,afternoon,Wednesday,urgent,complex,1,3.0,0.083,68.2
14,4,7.12,1,General Medicine,night,Thursday,normal,routine,0,3.5,0.071,29.27
8,5,18.33,0,Emergency,morning,Friday,normal,moderate,1,1.6,0.0,38.52
33,4,13.56,0,Radiology,morning,Wednesday,normal,routine,1,8.25,0.0,127.71
19,4,6.73,0,Dermatology,morning,Saturday,normal,routine,0,4.75,0.0,35.17
12,5,11.43,1,Ophthalmology,morning,Friday,normal,routine,1,2.4,0.083,43.05
1,5,25.12,0,Neurology,evening,Saturday,normal,complex,0,0.2,0.0,5.68
24,3,11.58,0,ENT,morning,Friday,normal,routine,1,8.0,0.0,109.77
5,3,16.58,0,Neurology,morning,Sunday,urgent,routine,0,1.67,0.0,24.99
31,2,24.3,0,Psychiatry,morning,Thursday,normal,routine,1,15.5,0.0,502.82
18,4,23.09,0,Cardiology,afternoon,Friday,urgent,complex,1,4.5,0.0,108.94
29,1,24.71,0,Neurology,afternoon,Wednesday,normal,moderate,1,29.0,0.0,934.5
32,4,6.31,0,Pediatrics,afternoon,Friday,normal,moderate,1,8.0,0.0,58.72
7,2,9.69,0,Pediatrics,morning,Sunday,normal,routine,0,3.5,0.0,35.36
29,3,17.62,0,Orthopedics,afternoon,Tuesday,normal,moderate,1,9.67,0.0,209.06
32,2,16.52,0,Gynecology,morning,Thursday,normal,moderate,1,16.0,0.0,306.98
6,4,21.4,0,Cardiology,evening,Friday,normal,moderate,0,1.5,0.0,32.25
3,1,18.11,0,Cardiology,morning,Saturday,normal,routine,0,3.0,0.0,53.8
16,1,9.69,2,Ophthalmology,evening,Friday,urgent,routine,0,16.0,0.125,134.96
20,2,14.57,0,Pediatrics,morning,Thursday,urgent,complex,1,10.0,0.0,155.71
25,1,10.1,0,Ophthalmology,night,Wednesday,normal,moderate,0,25.0,0.0,234.28
23,2,13.69,0,Orthopedics,afternoon,Wednesday,normal,routine,1,11.5,0.0,191.48
11,3,13.06,0,Radiology,morning,Sunday,normal,routine,0,3.67,0.0,45.21
1,3,11.94,0,General Medicine,night,Monday,normal,complex,0,0.33,0.0,3.62
42,5,18.13,0,Cardiology,morning,Wednesday,normal,moderate,1,8.4,0.0,176.76
7,4,10.79,0,Emergency,afternoon,Saturday,normal,routine,0,1.75,0.0,19.35
11,5,17.1,0,Pediatrics,evening,Friday,normal,complex,0,2.2,0.0,35.3
27,2,10.8,3,Emergency,afternoon,Thursday,emergency,routine,1,13.5,0.111,95.74
3,5,9.21,0,ENT,evening,Thursday,normal,routine,0,0.6,0.0,5.21
5,3,17.61,1,Neurology,evening,Monday,normal,routine,0,1.67,0.2,38.02
8,1,11.41,0,Pediatrics,morning,Saturday,urgent,moderate,0,8.0,0.0,73.36
14,5,13.51,0,Neurology,morning,Sunday,normal,routine,0,2.8,0.0,41.47
11,5,19.46,0,Neurology,night,Monday,normal,routine,0,2.2,0.0,39.67
1,4,8.33,0,ENT,afternoon,Sunday,normal,moderate,0,0.25,0.0,2.17
17,1,18.47,0,Cardiology,morning,Friday,normal,moderate,1,17.0,0.0,357.16
27,5,8.36,0,Pediatrics,afternoon,Monday,normal,routine,1,5.4,0.0,59.63
29,3,17.37,0,Cardiology,morning,Wednesday,normal,moderate,1,9.67,0.0,220.52
26,1,23.16,0,Gynecology,afternoon,Friday,normal,complex,1,26.0,0.0,768.98
15,2,6.25,0,General Medicine,morning,Wednesday,normal,routine,1,7.5,0.0,54.36
8,3,8.48,0,Dermatology,evening,Monday,normal,routine,0,2.67,0.0,21.76
6,2,5.82,0,ENT,morning,Sunday,normal,routine,0,3.0,0.0,14.84
15,5,13.08,0,Gynecology,morning,Wednesday,normal,routine,1,3.0,0.0,47.08
32,3,19.97,0,Neurology,morning,Wednesday,normal,moderate,1,10.67,0.0,246.69
11,3,18.1,0,Neurology,morning,Thursday,normal,routine,1,3.67,0.0,78.28
33,2,15.83,1,Cardiology,afternoon,Friday,emergency,routine,1,16.5,0.03,176.75
12,5,7.13,0,General Medicine,morning,Thursday,urgent,routine,1,2.4,0.0,18.77
14,2,13.45,0,ENT,afternoon,Wednesday,normal,complex,1,7.0,0.0,111.74
20,5,11.27,1,Radiology,morning,Tuesday,emergency,routine,1,4.0,0.05,29.7
19,1,17.74,0,Psychiatry,night,Monday,normal,routine,0,19.0,0.0,320.65
9,3,7.99,0,Pediatrics,morning,Monday,normal,routine,1,3.0,0.0,28.6
25,4,10.43,0,Emergency,afternoon,Tuesday,urgent,routine,1,6.25,0.0,65.12
20,1,9.28,1,Ophthalmology,morning,Saturday,urgent,routine,0,20.0,0.05,149.88
27,4,14.91,0,Cardiology,night,Thursday,urgent,routine,0,6.75,0.0,80.19
1,5,24.37,0,Cardiology,night,Friday,urgent,moderate,0,0.2,0.0,3.98
21,3,18.97,0,Psychiatry,morning,Monday,normal,routine,1,7.0,0.0,168.07
29,5,9.08,1,Gynecology,afternoon,Wednesday,normal,routine,1,5.8,0.034,73.18
25,1,20.54,0,Gynecology,night,Sunday,urgent,complex,0,25.0,0.0,422.23
3,4,11.31,1,Gynecology,morning,Sunday,normal,routine,0,0.75,0.333,14.23
29,5,11.93,0,General Medicine,evening,Wednesday,normal,complex,0,5.8,0.0,66.52
24,3,11.29,0,Gynecology,morning,Sunday,normal,routine,0,8.0,0.0,103.04
23,1,11.77,0,Dermatology,night,Wednesday,normal,moderate,0,23.0,0.0,233.27
4,1,20.37,0,Psychiatry,evening,Thursday,normal,routine,0,4.0,0.0,78.78
2,3,14.35,1,Radiology,evening,Friday,normal,routine,0,0.67,0.5,16.75
1,4,19.6,0,Radiology,evening,Friday,urgent,complex,0,0.25,0.0,3.72
5,5,6.43,1,ENT,night,Monday,emergency,routine,0,1.0,0.2,5.57
15,5,6.21,0,Dermatology,morning,Thursday,urgent,routine,1,3.0,0.0,21.42
16,1,15.94,0,Gynecology,afternoon,Tuesday,normal,moderate,1,16.0,0.0,305.74
15,1,10.18,2,General Medicine,morning,Sunday,emergency,routine,0,15.0,0.133,97.46
28,4,8.5,1,ENT,morning,Monday,normal,routine,1,7.0,0.036,73.78
1,4,14.21,0,Cardiology,night,Friday,normal,routine,0,0.25,0.0,3.9
26,2,18.7,1,Orthopedics,morning,Tuesday,normal,moderate,1,13.0,0.038,338.69
37,3,13.76,2,Pediatrics,afternoon,Wednesday,emergency,moderate,1,12.33,0.054,118.13
17,2,10.4,0,Ophthalmology,morning,Monday,normal,routine,1,8.5,0.0,101.43
13,5,14.93,0,Emergency,afternoon,Thursday,urgent,moderate,1,2.6,0.0,42.1
4,2,8.88,0,General Medicine,morning,Saturday,normal,moderate,0,2.0,0.0,17.0
32,1,12.19,1,Orthopedics,morning,Friday,urgent,routine,1,32.0,0.031,452.53
14,4,11.7,0,Neurology,afternoon,Saturday,normal,routine,0,3.5,0.0,40.07
34,2,10.97,0,Cardiology,afternoon,Wednesday,normal,routine,1,17.0,0.0,230.36
14,1,8.59,0,ENT,evening,Thursday,normal,routine,0,14.0,0.0,130.61
34,2,11.75,0,Emergency,afternoon,Monday,normal,moderate,1,17.0,0.0,249.44
28,2,19.46,2,Psychiatry,morning,Wednesday,normal,routine,1,14.0,0.071,353.34
22,4,18.41,0,Emergency,evening,Wednesday,normal,moderate,0,5.5,0.0,109.38
15,2,10.31,1,Dermatology,night,Monday,normal,moderate,0,7.5,0.067,77.49
21,5,11.08,0,Pediatrics,afternoon,Saturday,normal,routine,0,4.2,0.0,51.29
3,5,10.44,0,Gynecology,evening,Thursday,normal,routine,0,0.6,0.0,7.01
24,1,16.08,1,Emergency,morning,Thursday,emergency,moderate,1,24.0,0.042,279.02
9,4,27.41,0,Psychiatry,afternoon,Tuesday,normal,moderate,1,2.25,0.0,78.44
28,2,9.72,0,Pediatrics,evening,Wednesday,urgent,routine,0,14.0,0.0,111.01
10,1,15.3,2,Gynecology,morning,Tuesday,normal,routine,1,10.0,0.2,182.12
42,5,22.6,0,Cardiology,morning,Thursday,normal,moderate,1,8.4,0.0,259.08
15,3,16.02,2,Orthopedics,morning,Thursday,normal,moderate,1,5.0,0.133,125.65
6,1,16.89,0,Emergency,night,Wednesday,normal,moderate,0,6.0,0.0,103.36
15,5,14.37,1,Cardiology,evening,Wednesday,urgent,routine,0,3.0,0.067,39.1
23,5,17.22,0,Radiology,evening,Wednesday,normal,complex,0,4.6,0.0,88.71
11,5,8.14,3,ENT,morning,Tuesday,emergency,routine,1,2.2,0.273,18.55
21,4,11.9,0,Gynecology,morning,Wednesday,urgent,routine,1,5.25,0.0,69.71
12,4,7.32,2,Ophthalmology,afternoon,Monday,normal,routine,1,3.0,0.167,38.13
19,5,11.4,0,Emergency,morning,Thursday,normal,routine,1,3.8,0.0,51.42
10,5,12.96,2,Cardiology,evening,Thursday,urgent,routine,0,2.0,0.2,37.34
22,3,16.06,1,Cardiology,afternoon,Saturday,normal,routine,0,7.33,0.045,117.88
16,2,18.61,0,Radiology,evening,Wednesday,normal,moderate,0,8.0,0.0,147.1
3,5,20.64,0,Neurology,afternoon,Saturday,normal,moderate,0,0.6,0.0,11.95
21,1,10.6,0,Ophthalmology,afternoon,Thursday,normal,moderate,1,21.0,0.0,282.37
28,1,8.4,0,Dermatology,morning,Thursday,normal,moderate,1,28.0,0.0,288.63
16,5,6.83,1,ENT,night,Friday,normal,routine,0,3.2,0.062,27.61
17,2,14.76,1,Pediatrics,morning,Saturday,urgent,moderate,0,8.5,0.059,111.32
14,3,19.18,0,Orthopedics,afternoon,Friday,urgent,moderate,1,4.67,0.0,106.01
15,4,27.67,0,Psychiatry,evening,Wednesday,urgent,moderate,0,3.75,0.0,88.95
22,4,8.89,0,Gynecology,afternoon,Tuesday,normal,routine,1,5.5,0.0,61.63
36,1,15.45,0,ENT,afternoon,Tuesday,normal,complex,1,36.0,0.0,701.36
36,5,9.97,0,General Medicine,morning,Friday,normal,routine,1,7.2,0.0,91.85
25,5,6.8,0,Radiology,evening,Wednesday,normal,routine,0,5.0,0.0,38.32
27,2,11.85,0,Gynecology,afternoon,Friday,normal,routine,1,13.5,0.0,170.0
15,1,8.54,0,ENT,evening,Monday,normal,routine,0,15.0,0.0,116.45
1,2,17.83,0,Orthopedics,evening,Monday,normal,moderate,0,0.5,0.0,9.32
38,2,22.35,0,Neurology,afternoon,Monday,normal,moderate,1,19.0,0.0,531.44
17,3,15.16,0,Orthopedics,night,Monday,normal,routine,0,5.67,0.0,89.3
25,1,10.53,1,General Medicine,afternoon,Friday,urgent,routine,1,25.0,0.04,295.49
8,4,11.31,0,Orthopedics,morning,Saturday,normal,routine,0,2.0,0.0,21.35
15,3,11.29,0,General Medicine,morning,Thursday,normal,moderate,1,5.0,0.0,75.69
32,1,6.57,2,Radiology,afternoon,Thursday,emergency,routine,1,32.0,0.062,143.4
14,2,10.2,0,Cardiology,evening,Thursday,normal,routine,0,7.0,0.0,68.98
28,5,13.02,2,Ophthalmology,morning,Wednesday,normal,moderate,1,5.6,0.071,110.85
16,1,9.89,0,General Medicine,morning,Friday,normal,routine,1,16.0,0.0,202.36
4,4,8.59,0,ENT,night,Saturday,urgent,routine,0,1.0,0.0,7.07
11,5,15.98,0,Cardiology,evening,Saturday,normal,moderate,0,2.2,0.0,31.56
33,3,18.68,0,Psychiatry,afternoon,Friday,normal,routine,1,11.0,0.0,244.36
12,2,14.17,2,Gynecology,evening,Wednesday,emergency,routine,0,6.0,0.167,62.35
36,3,9.05,0,Orthopedics,morning,Monday,normal,routine,1,12.0,0.0,117.97
26,5,12.34,0,ENT,morning,Monday,urgent,moderate,1,5.2,0.0,62.2
21,1,8.5,0,General Medicine,afternoon,Wednesday,normal,routine,1,21.0,0.0,249.38
17,5,13.42,0,ENT,evening,Saturday,urgent,complex,0,3.4,0.0,41.14
8,3,9.75,1,General Medicine,evening,Friday,urgent,moderate,0,2.67,0.125,25.59
